name,summary,introduction,open_time,district,address,tel,category,consume,seg,cate
義珍肉脯舖,"本店在此已經開業30多年了，我們店內零售、批發均可，販賣的項目：只要是豬肉類加工方面都有，如：肉乾、香腸、肉絲、肉條等等。
我們的商品全部都是我們自己的工廠生產出來的，非常適合中秋、過年過節送的伴手禮喔！ 
有宅配服務，訂單$1500元以上免運費，歡迎來電詢問喔！",本店在此已經開業30多年了，我們店內零售、批發均可，販賣的項目：只要是豬肉類加工方面都有，如：肉乾、香腸、肉絲、肉條等等。 我們的商品全部都是我們自己的工廠生產出來的，非常適合中秋、過年過節送的伴手禮喔！ 有宅配服務，訂單$1500元以上免運費，歡迎來電詢問喔！,週一~週六08:00–14:00、16:00–20:00，週日休息,東區,701 臺南市東區裕農路616號,-2682867,伴手好禮,美食,"['本店', '已經', '開業', '30', '批發', '販賣', '項目', '豬肉類', '肉乾', '香腸', '肉絲', '肉條', '工廠', '生產出', '適合', '過年', '過節', '手禮', '有宅配', '服務', '訂單', '1500', '免運費', '歡迎', '電詢問', '全部都是', '中秋', '零售', '加工', '等等', '多年', '商品', '只要', '以上', '方面', '自己']",伴手好禮
黑橋牌食品,黑橋牌採買新鮮現宰的豬肉為原料，保留豬肉原生肉汁水分，香腸水分飽滿、口感紮實多汁。五十年來口碑相傳，黑橋牌始終堅持用好心腸做好香腸，香腸不摻粉不加色素，不含防腐劑。,黑橋牌採買新鮮現宰的豬肉為原料，保留豬肉原生肉汁水分，香腸水分飽滿、口感紮實多汁。五十年來口碑相傳，黑橋牌始終堅持用好心腸做好香腸，香腸不摻粉不加色素，不含防腐劑。,週一~週日09:00–22:00,中西區,700 臺南市中西區公園路50號,-2259638,伴手好禮,美食,"['香腸', '豬肉', '水分', '肉汁', '黑橋牌', '採買', '新鮮現', '飽滿', '相傳', '黑橋', '牌始終', '堅持', '摻粉', '多汁', '口感', '防腐', '五十年', '口碑', '原生', '好心', '不加', '色素', '保留', '做好', '原料']",伴手好禮
松稜食品,堅持古法製程，醇厚滷汁細火滷煮，再用紅糖煙燻增添香味，採用「真空充氮」包裝，保留食材鮮美原味，鹹中帶甜令人齒頰留香回味無窮。,堅持古法製程，醇厚滷汁細火滷煮，再用紅糖煙燻增添香味，採用「真空充氮」包裝，保留食材鮮美原味，鹹中帶甜令人齒頰留香回味無窮。,週一~週五10:00~21:00，週六~週日休息,歸仁區,711 臺南市歸仁區和順路二段305號,-2716639,伴手好禮,美食,"['堅持', '紅糖', '充氮', '包裝', '食材', '鮮美', '齒頰', '無窮', '留香', '原味', '醇厚', '回味', '香味', '再用', '真空', '增添', '保留', '令人']",伴手好禮
一芝紅大旺來烘焙坊,老闆娘陳泉紅小姐近年來以台南在地土鳳梨酥為起點開創了大旺來烘焙坊，將糕餅點心推向養生、天然、無添加物的健康概念。2011年6月，大旺來取得正式名稱，以「大旺來烘培坊：一芝紅」正式上路，延續天然健康的養生概念不斷推陳出新，目的是希望呈現各種不同風味的精緻糕餅以及口味多元的鳳梨酥，過程全程採用純手工精心製作，每天現烤現做才能兼顧產品 的品質與美味，而且每個種鳳梨酥都重達50g，可見大旺來烘焙坊:一芝紅的口碑來是盡得起真材實料的考驗，獲得消費者ㄧ致好評。,老闆娘陳泉紅小姐近年來以台南在地土鳳梨酥為起點開創了大旺來烘焙坊，將糕餅點心推向養生、天然、無添加物的健康概念。2011年6月，大旺來取得正式名稱，以「大旺來烘培坊：一芝紅」正式上路，延續天然健康的養生概念不斷推陳出新，目的是希望呈現各種不同風味的精緻糕餅以及口味多元的鳳梨酥，過程全程採用純手工精心製作，每天現烤現做才能兼顧產品 的品質與美味，而且每個種鳳梨酥都重達50g，可見大旺來烘焙坊:一芝紅的口碑來是盡得起真材實料的考驗，獲得消費者ㄧ致好評。,,永康區,710 臺南市永康區中山南路43巷57號,-2026935,伴手好禮,美食,"['大旺來', '養生', '一芝紅', '烘焙', '天然', '添加物', '娘陳泉紅', '土鳳梨', '起點', '開創', '將糕', '餅點心', '2011', '名稱', '烘培', '延續', '不斷', '呈現', '各種', '風味', '鳳梨', '過程', '現烤', '現做', '顧產品', '品質', '每個', '種鳳梨', '重達', '50g', '可見', '真材', '實料', '考驗', '獲得', '消費者', '致好評', '健康', '概念', '正式', '台南', '美味', '口碑', '出新', '口味', '推向', '全程', '上路', '手工', '精心', '多元', '近年', '小姐', '每天', '目的', '才能', '取得', '希望', '而且', '不同', '以及']",伴手好禮
尤記安平養生堂,夫妻二人於2007年創立『養生堂』於此人文薈萃民風樸實的安平之地，店址位於樹中有牆，牆中有樹的「安平樹屋」旁。草創之時只是用一張3x6尺的木桌擺攤在自家門口，由於受到消費者的肯定，逐漸在安平美食領域與伴手禮市場創造出知名度。於是在2011年5月斥資百萬台幣，修繕門市店面，並於2011年7月16日正式命名『尤記安平養生堂』開幕營運。,夫妻二人於2007年創立『養生堂』於此人文薈萃民風樸實的安平之地，店址位於樹中有牆，牆中有樹的「安平樹屋」旁。草創之時只是用一張3x6尺的木桌擺攤在自家門口，由於受到消費者的肯定，逐漸在安平美食領域與伴手禮市場創造出知名度。於是在2011年5月斥資百萬台幣，修繕門市店面，並於2011年7月16日正式命名『尤記安平養生堂』開幕營運。,週一~週日09:00–21:00,安平區,708 臺南市安平區古堡街120號之1,-3909495,伴手好禮,美食,"['安平', '養生堂', '2011', '店址', '2007', '創立', '薈萃民', '風樸實', '牆中', '樹屋', '創之時', '一張', '3x6', '擺攤', '門口', '消費者', '逐漸', '領域', '手禮', '市場', '創造', '月斥', '資百萬', '台幣', '修繕', '門市', '16', '尤記', '開幕', '營運', '木桌', '店面', '美食', '知名度', '人文', '自家', '夫妻', '命名', '之地', '二人', '肯定', '正式', '受到', '只是']",伴手好禮
無患子生技開發有限公司,台南經典伴手禮：榮獲全國「十大經典神農獎」的古寶無患子，不但是古早時代智慧傳承的結晶，更是安定鄉的驕傲！沉寂好一時的無患子居然也由黑翻紅；很多消費者開始擔心接觸過多化學成分，會使健康受到威脅，因此開始崇尚自然，然而在各式各樣的產品中，若要論天然最佳伴手禮，無患子絕對當之無愧！,台南經典伴手禮：榮獲全國「十大經典神農獎」的古寶無患子，不但是古早時代智慧傳承的結晶，更是安定區的驕傲！沉寂好一時的無患子居然也由黑翻紅；很多消費者開始擔心接觸過多化學成分，會使健康受到威脅，因此開始崇尚自然，然而在各式各樣的產品中，若要論天然最佳伴手禮，無患子絕對當之無愧！,週一~ 週五08:00~17:00，週六~週日休息,安定區,745 臺南市安定區南安里62-18號,-200154,伴手好禮,美食,"['經典', '患子', '開始', '手禮', '榮獲', '全國', '神農獎', '古寶無', '古早', '時代', '傳承', '結晶', '區的', '驕傲', '一時', '翻紅', '消費者', '擔心', '接觸', '過多化學', '威脅', '各樣', '產品', '伴手禮', '無患子', '絕對', '當之無愧', '台南', '各式', '崇尚', '若要', '沉寂', '安定', '智慧', '居然', '最佳', '十大', '天然', '成分', '健康', '更是', '然而', '自然', '受到', '很多', '但是', '因此']",伴手好禮
台南縣洋香瓜合作社,台南經典伴手禮：又大又甜的洋香瓜在哪裡？就在台南縣的後壁鄉！以往大多數的人總以為要吃到好吃的洋香瓜，非得日本進口才行；但事實上台灣就有土生土長的頂級洋香瓜，不但果實大顆、果肉香濃厚實、口感細緻多汁且甜度極高，而且一年四季都有生產，甚至外銷加拿大等地，品質一點也不輸給進口貨！更是2008年前台南縣伴手禮競賽中，唯一獲選的水果,台南經典伴手禮：又大又甜的洋香瓜在哪裡？就在台南市的後壁區！以往大多數的人總以為要吃到好吃的洋香瓜，非得日本進口才行；但事實上台灣就有土生土長的頂級洋香瓜，不但果實大顆、果肉香濃厚實、口感細緻多汁且甜度極高，而且一年四季都有生產，甚至外銷加拿大等地，品質一點也不輸給進口貨！更是2008年前台南縣伴手禮競賽中，唯一獲選的水果,,後壁區,731 臺南市後壁區竹新里3號,-6371058,伴手好禮,美食,"['洋香瓜', '手禮', '台南', '經典', '哪裡', '壁區', '數的', '總以', '但事實', '灣就', '土長', '頂級', '果實', '大顆', '濃厚實', '極高', '外銷', '品質', '一點', '不輸給', '進口貨', '2008', '縣伴', '競賽', '獲選', '甜度', '台南市', '土生', '果肉', '有生', '口才', '多汁', '口感', '一年四季', '非得', '上台', '好吃', '水果', '加拿大', '年前', '以往', '不但', '大多', '唯一', '更是', '日本', '甚至', '而且']",伴手好禮
柚花精釀酵醋,台南經典伴手禮：「柚花精釀酵醋」不但沒有一般合成醋的酸澀嗆鼻，且因為釀製時加入未噴灑農藥的初開乳香柚白花所提煉而成的香精，一開瓶就會飄出的柚花清香，有如現今流行的精油讓人神清氣爽。建議大家將酵醋冰涼後加上蜂蜜及冷開水稀釋飲用最美味，人體所需的18種氨基酸及20種益酸菌也都能一飲而進，絕對讓你喝得美味、安心又健康！,台南經典伴手禮：「柚花精釀酵醋」不但沒有一般合成醋的酸澀嗆鼻，且因為釀製時加入未噴灑農藥的初開乳香柚白花所提煉而成的香精，一開瓶就會飄出的柚花清香，有如現今流行的精油讓人神清氣爽。建議大家將酵醋冰涼後加上蜂蜜及冷開水稀釋飲用最美味，人體所需的18種氨基酸及20種益酸菌也都能一飲而進，絕對讓你喝得美味、安心又健康！,週三~週日10:00~1800，週一~週二公休,麻豆區,721 臺南市麻豆區南勢里總爺12-1號(總爺藝文中心),-355133,伴手好禮,美食,"['美味', '花精', '香柚', '經典', '手禮', '釀酵', '沒有', '酸澀', '因為', '未噴灑', '農藥', '開乳', '提煉', '一開', '飄出', '柚花', '現今', '人神', '清氣爽', '建議', '將酵', '冰涼', '開水', '稀釋', '飲用', '人體', '18', '20', '種益酸菌', '絕對', '精油', '台南', '香精', '白花', '清香', '蜂蜜', '有如', '氨基酸', '安心', '合成', '流行', '不但', '加入', '健康', '加上', '大家', '一般']",伴手好禮
黑橋牌香腸博物館,1957年，黑橋牌食品創辦人陳文輝先生，在臺南運河旁俗稱「烏橋」之處(現為新南橋)成立家庭式肉品工廠。1973年註冊商標『黑橋橋』，1979年擴大建廠至臺南安平工業區，為臺灣本土第一家自動化肉品加工廠。2009年12月正式更名為『黑橋牌企業股份有限公司』，2012人觀光工廠-黑橋牌香腸博物館成立，致力肉品加工產業教育與傳遞原產美食之文化深耕。,1957年，黑橋牌食品創辦人陳文輝先生，在臺南運河旁俗稱「烏橋」之處(現為新南橋)成立家庭式肉品工廠。1973年註冊商標『黑橋橋』，1979年擴大建廠至臺南安平工業區，為臺灣本土第一家自動化肉品加工廠。2009年12月正式更名為『黑橋牌企業股份有限公司』，2012人觀光工廠-黑橋牌香腸博物館成立，致力肉品加工產業教育與傳遞原產美食之文化深耕。,週二~週日09:30–17:30，週一休息,南區,702 臺南市南區新忠路2號,-2616110,伴手好禮,美食,"['黑橋牌', '肉品', '工廠', '加工', '1957', '創辦', '文輝', '南運河', '旁俗', '烏橋', '之處', '現為', '新南橋', '1973', '黑橋橋', '1979', '擴大建廠', '平工業區', '自動化', '2009', '12', '企業', '2012', '人觀光', '香腸', '產業', '傳遞', '原產', '家庭式', '深耕', '成立', '博物', '致力', '南安', '美食', '第一家', '更名', '本土', '食品', '教育', '先生', '正式', '有限公司', '文化', '股份']",伴手好禮
德昌碾米工廠,德昌碾米工廠已近40年，為稻米產銷契作生產，讓消費者有更多的選擇，專營銷售蓬萊米 香米 圓糯米 長糯米 糙米 十穀米和在萊米等等，一畝稻花香十里，一家煮飯百家香。香米經歷田間生長、抽穗、揚花到收割，收貯保管到加工成米，都散發出沁人肺腑的清香。米粒淨白如玉，無腹白，油潤光亮，晶瑩剔透，糯性好，米質優良。做成米飯，白淨如雪，酥軟清香，微有黏性，味美爽口，濃香撲鼻。清代袁枚的《隨息居飲食譜》中，有「香稻米、自然有香、煮粥時、稍加入之，香味異常，尤能醒胃。」,德昌碾米工廠已近40年，為稻米產銷契作生產，讓消費者有更多的選擇，專營銷售蓬萊米 香米 圓糯米 長糯米 糙米 十穀米和在萊米等等，一畝稻花香十里，一家煮飯百家香。香米經歷田間生長、抽穗、揚花到收割，收貯保管到加工成米，都散發出沁人肺腑的清香。米粒淨白如玉，無腹白，油潤光亮，晶瑩剔透，糯性好，米質優良。做成米飯，白淨如雪，酥軟清香，微有黏性，味美爽口，濃香撲鼻。清代袁枚的《隨息居飲食譜》中，有「香稻米、自然有香、煮粥時、稍加入之，香味異常，尤能醒胃。」,,柳營區,736 臺南市柳營區雙和路107號,-6220342,伴手好禮,美食,"['香米', '糯米', '清香', '稻米', '沁人肺腑', '工廠', '已近', '40', '產銷', '契作', '生產', '消費者', '選擇', '專營', '銷售', '蓬萊米', '萊米', '一畝', '經歷', '田間', '生長', '揚花', '收貯', '成米', '發出', '無腹白', '油潤', '晶瑩', '糯性', '米質', '優良', '白淨', '微有', '味美', '濃香', '隨息', '飲食', '有香', '異常', '尤能', '抽穗', '剔透', '德昌', '黏性', '袁枚', '如雪', '糙米', '白如玉', '爽口', '煮粥', '米粒', '碾米', '花香', '百家', '收割', '保管', '十里', '香味', '光亮', '做成', '清代', '加工', '加入', '等等', '一家', '自然']",伴手好禮
磐創作陶坊,賞陶、品茶、吃咖啡,賞陶、品茶、吃咖啡,週五~週日9:00~17:00,新營區,730 臺南市新營區太南里276-1號,-6532036,伴手好禮、其他美食,美食,"['賞陶', '品茶', '咖啡']",伴手好禮
盧記古釀茶鋪,"盧記古釀  是位於鎮北坊文化園區之百年老店。產品嚴選天然、新鮮之原料並以古方釀製，不添加化學成分香料、防腐劑。
冬瓜蜜 ------ 冬瓜茶原汁是夏季最健康的消暑聖品，店內有冬瓜茶系列飲品、酸梅湯可供選擇。
麥芽餅 ------以新鮮現做手工生產，為保最佳口感採預約方式訂購。
特製桔醬 ------ 桔汁熬入鳳梨、菊花，可沖泡桔茶、水果茶……。歡迎品嚐、選購。
盧記古釀  是位於鎮北坊文化園區之百年老店。產品嚴選天然、新鮮之原料並以古方釀製，不添加化學成分香料、防腐劑。
冬瓜蜜 ------ 冬瓜茶原汁是夏季最健康的消暑聖品，店內有冬瓜茶系列飲品、酸梅湯可供選擇。
麥芽餅 ------以新鮮現做手工生產，為保最佳口感採預約方式訂購。
特製桔醬 ------ 桔汁熬入鳳梨、菊花，可沖泡桔茶、水果茶……。歡迎品嚐、選購。",盧記古釀 是位於鎮北坊文化園區之百年老店。產品嚴選天然、新鮮之原料並以古方釀製，不添加化學成分香料、防腐劑。 冬瓜蜜 ------ 冬瓜茶原汁是夏季最健康的消暑聖品，店內有冬瓜茶系列飲品、酸梅湯可供選擇。 麥芽餅 ------以新鮮現做手工生產，為保最佳口感採預約方式訂購。 特製桔醬 ------ 桔汁熬入鳳梨、菊花，可沖泡桔茶、水果茶&hellip;&hellip;。歡迎品嚐、選購。 盧記古釀 是位於鎮北坊文化園區之百年老店。產品嚴選天然、新鮮之原料並以古方釀製，不添加化學成分香料、防腐劑。 冬瓜蜜 ------ 冬瓜茶原汁是夏季最健康的消暑聖品，店內有冬瓜茶系列飲品、酸梅湯可供選擇。 麥芽餅 ------以新鮮現做手工生產，為保最佳口感採預約方式訂購。 特製桔醬 ------ 桔汁熬入鳳梨、菊花，可沖泡桔茶、水果茶&hellip;&hellip;。歡迎品嚐、選購。,週一~周日08:00-20:00,北區,704 臺南市北區北忠街138號,-2283742,伴手好禮,美食,"['------', '冬瓜茶', 'hellip', '酸梅', '盧記', '古釀', '鎮北坊', '園區', '產品', '嚴選', '新鮮', '並以', '化學', '聖品', '店內', '飲品', '湯可供', '選擇', '麥芽餅', '以新', '鮮現', '生產', '為保', '採預', '訂購', '桔汁', '熬入', '鳳梨', '歡迎', '品嚐', '選購', '古方', '原汁', '消暑', '老店', '冬瓜', '口感', '防腐', '菊花', '香料', '添加', '百年', '手工', '水果', '夏季', '最佳', '系列', '天然', '成分', '原料', '健康', '文化', '方式']",伴手好禮
鐵金鋼食品有限公司,,,週一~週日08:00–20:00,關廟區,718 臺南市關廟區中山路一段365號,-5964798,伴手好禮,美食,['nan'],伴手好禮
安平小舖 安平形象店,,"《安平小舖非油蝦餅創始店》安平伴手禮‧鮮爆蝦餅、低糖手作牛軋糖、鳳梨酥還有各式口味的鮮爆蝦餅、果乾、蜜餞等，是您來到台南安平旅遊，不可錯過的伴手禮專賣店。
　　《府城安平小舖》為非油炸蝦餅創始人蔡震宇先生所研發，當初因緣際會以爆米餅所創新的非油炸蝦餅一炮而紅，成為現今遊客來安平必備的伴手禮，爾後更研發出遠近馳名的厚禮數精緻蝦餅(厚片)及櫻花蝦餅禮盒，2013年更擴大營運建立起安平地標 【安平小舖頂級龍蝦餅形象店】以高檔的裝潢，時尚的氛圍吸引著各地來遊玩的觀光客，當然還有純手工的牛軋糖及台灣之光造型鳳梨酥等商品，都為各大知名公司犒賞員工之禮物，安平小舖一直秉持著用料〝食食在在〞及為消費者著想的心來製作商品，爾後更會創新出不同的商品呈現在消費者面前，大家如果有來府城的話一定要來這-有府城第一味稱號的《安平小舖》。",週一~週五10:00–20:00 週六~週日09:00–21:00,安平區,708 臺南市安平區安平路788號,-2437739,伴手好禮,美食,"['安平', '蝦餅', '府城', '創始', '鮮爆', '鳳梨', '還有', '手禮', '研發', '消費者', '油炸', '商品', '形象店', '非油', '伴手禮', '低糖', '手作', '果乾', '蜜餞', '旅遊', '錯過', '專賣店', '蔡震宇', '當初', '因緣際會', '爆米餅', '創新', '而紅', '成為現', '今遊', '客來', '必備', '出遠近', '馳名', '禮數', '厚片', '櫻花', '禮盒', '2013', '擴大營運', '地標', '頂級', '以高檔', '裝潢', '時尚', '氛圍', '來遊', '觀光客', '當然', '台灣', '犒賞員', '工之禮物', '食食', '爾後更會', '創新出', '呈現', '有來', '要來', '稱號', '秉持', '一炮', '台南', '用料', '之光', '各式', '口味', '手工', '造型', '各大', '知名', '吸引', '各地', '先生', '面前', '不可', '第一', '大家', '建立', '一直', '不同', '一定', '如果', '公司']",伴手好禮
椿友手工烘焙坊,,"府城古早味～手工傳承及健康養生的美食與上選伴手禮
　　椿友手工坊－有鑑於現代人飲食均以健康養生為首選，所以公司所有產品均循古法純手工製作，完全不加防腐劑、酥油、味精，並減油、減糖、減鹽，均以健康養生為取向，讓身體無負擔，完全是新世代健康養生的美食與最佳伴手禮!更獲選為【100.101.102.104年度台灣百大伴手禮】【2008府城十大伴手禮】商家！",週一~週六09:00~19:00，周日休息,中西區,700 臺南市中西區民權路一段73號,-2289477,伴手好禮,美食,"['養生', '伴手禮', '健康', '手工', '府城', '美食', '古早味', '傳承及', '選伴', '手禮', '椿友', '有鑑', '現代人', '飲食', '首選', '產品', '循古', '法純', '並減', '減糖', '減鹽', '身體', '負擔', '獲選為', '100.101', '102.104', '台灣', '2008', '酥油', '百大', '完全', '防腐', '味精', '取向', '世代', '商家', '最佳', '十大', '年度', '所有', '所以', '公司']",伴手好禮
丹莉蛋捲,,「丹莉手作蛋捲」的原料特別挑選新鮮雞蛋健康植物油，少糖少油比例，不添加一滴水，精心調配而成。不添加奶粉、奶精、防腐劑、膨鬆劑、酵素，讓您每口都能安心享用~品嚐。,週一~週六09:00~18:00，週日休息,永康區,710 臺南市永康區鹽行路67號,-26917,伴手好禮,美食,"['添加', '都能安', '奶精', '少油', '酵素', '丹莉手', '作蛋', '特別', '挑選新', '鮮雞蛋', '少糖', '調配', '每口', '品嚐', '一滴水', '植物油', '防腐', '奶粉', '享用', '精心', '原料', '健康', '比例']",伴手好禮
